Age_Group,Gender,City_Type,Region,Occupation,Education,Income,Last_Purchase,Yearly_Purchases,Annual_Spend,Western_Frequency,Primary_Channel,Style,Fitness,Top_Factor,Occasion,Product_Interest,Bundle_Interest,Avg_Price,Too_Cheap,Acceptable,Too_Expensive,Trendiness,Quality_Pref,Identity_Expression,Peer_Influence,Aspirational,New_Brand_Open,Sustainability,COD_Preference,Concern,Loyalty_Offer,Brand,Switch_Reason,Discount_Type,Purchase_Intent
18–24,Male,Tier-3,North,Freelancer,Diploma,15-30k,1-3m,7-12,<5k,Rare,Amazon,Smart,3-4x,Price,None,Accessories,No,4000-7000,300-600,3000-4000,>2000,5,1,2,3,1,2,4,No,Returns,Free Gift,None,Price,Flat,Neutral
41–50,Prefer not to say,Tier-2,North-East,Freelancer,Diploma,NA,1-3m,1-3,60k-1L,Weekly,Nykaa,Ethnic,Occasional,Trend,College,Accessories,Maybe,4000-7000,600-900,2000-3000,>6000,2,3,1,3,2,4,5,No preference,Delivery,Free Gift,Local,Price,Welcome,None
33–40,Non-binary,Rural,Central,Business,School,15-30k,1-3m,7-12,>1L,Monthly,Instagram,Ethnic,No,Quality,Festive,Graphic,No,1000-2000,900-1200,500-800,>1500,5,3,2,5,3,4,5,First time,Quality,Free Gift,H&M,Recommendation,Welcome,Neutral
Under 18,Non-binary,Rural,East,Business,Diploma,30-60k,<7d,1-3,15-30k,Rare,Nykaa,Athleisure,No,Quality,Party,Accessories,Yes,<500,300-600,2000-3000,>6000,3,3,4,3,1,5,1,Always,No online,Referral,Bonkers,Trend,Free Shipping,None
25–32,Non-binary,Rural,East,Business,School,60k-1L,1-3m,20+,5-15k,Quarterly,Instagram,Smart,3-4x,Price,College,Athleisure,No,4000-7000,1200-1500,500-800,>2000,5,1,2,5,3,3,2,Always,No online,Free Gift,H&M,Recommendation,Welcome,Low
41–50,Prefer not to say,Tier-3,Central,Business,School,<15k,3-6m,1-3,15-30k,Quarterly,Meesho,Fusion,Occasional,Brand,None,Sneakers,Maybe,>7000,1200-1500,800-1300,>6000,4,5,4,1,2,4,3,No,No online,Points,Local,None,Flat,Moderate
Under 18,Male,Metro,Central,Business,School,<15k,>6m,20+,60k-1L,Quarterly,Nykaa,Smart,No,Sustainability,Sale,Co-ord,Yes,2000-4000,300-600,500-800,>2000,2,4,3,3,2,1,5,First time,Quality,Early Access,Uniqlo,Price,Free Shipping,Neutral
41–50,Female,Metro,South,Freelancer,Graduate,15-30k,1-3m,1-3,30-60k,Quarterly,Ajio,Athleisure,Occasional,Trend,Sale,Athleisure,Maybe,<500,900-1200,800-1300,>2000,3,4,2,1,5,2,1,No preference,No online,None,H&M,Recommendation,Welcome,Moderate
41–50,Male,Tier-3,Central,Private,School,15-30k,>6m,1-3,30-60k,Quarterly,Myntra,Formal,Occasional,Quality,College,Accessories,Yes,>7000,<300,800-1300,>6000,2,2,3,2,4,3,1,No preference,None,Referral,None,Recommendation,Welcome,Low
25–32,Prefer not to say,Metro,West,Private,Postgraduate,15-30k,8-30d,7-12,15-30k,Weekly,Myntra,Fusion,3-4x,Quality,Party,Athleisure,Yes,1000-2000,300-600,2000-3000,>3000,4,1,5,3,4,4,2,No,No online,Referral,Bonkers,Fit,Bundle,High
33–40,Female,Tier-2,Central,Student,Diploma,30-60k,8-30d,1-3,30-60k,Monthly,Amazon,Smart,3-4x,Sustainability,None,Co-ord,No,500-1000,1200-1500,800-1300,>4000,3,2,2,5,4,5,1,First time,No online,Early Access,Uniqlo,Recommendation,Flat,High
18–24,Prefer not to say,Metro,West,Private,Graduate,60k-1L,1-3m,20+,60k-1L,Weekly,Nykaa,Formal,No,Brand,Festive,Accessories,No,4000-7000,<300,500-800,>4000,3,4,3,5,5,4,1,Always,Sizing,Free Gift,Uniqlo,None,Free Shipping,High
50+,Non-binary,Tier-3,Central,Homemaker,Diploma,<15k,>6m,7-12,>1L,Rare,Nykaa,Athleisure,Daily,Comfort,Party,Athleisure,Yes,500-1000,900-1200,1300-2000,>4000,2,2,5,2,4,1,2,Always,None,None,Uniqlo,Fit,B2G1,None
33–40,Non-binary,Tier-3,South,Private,School,NA,8-30d,1-3,5-15k,Monthly,Brand,Formal,3-4x,Price,Daily,Graphic,No,4000-7000,1200-1500,3000-4000,>4000,5,1,4,5,3,4,5,No preference,No online,None,H&M,Trend,Scratch,None
50+,Prefer not to say,Tier-2,West,Freelancer,Graduate,>1L,1-3m,7-12,<5k,Monthly,Instagram,Fusion,Occasional,Brand,College,Graphic,No,>7000,900-1200,3000-4000,>1500,5,1,4,1,4,3,2,No,Sizing,Free Gift,Newme,Fit,Welcome,High
25–32,Female,Rural,North,Business,Postgraduate,30-60k,>6m,13-20,60k-1L,Monthly,Offline,Athleisure,Occasional,Brand,Daily,Sneakers,Maybe,1000-2000,300-600,500-800,>2000,1,1,4,5,4,5,4,No preference,None,Birthday,Newme,Price,Flat,Low
25–32,Female,Tier-3,West,Business,School,<15k,1-3m,7-12,60k-1L,Monthly,Ajio,Athleisure,No,Brand,College,Sneakers,No,1000-2000,900-1200,1300-2000,>1500,1,4,4,2,2,5,5,Always,Returns,Free Gift,H&M,Trend,Free Shipping,None
25–32,Male,Tier-2,South,Unemployed,Diploma,60k-1L,>6m,13-20,<5k,Quarterly,Ajio,Athleisure,No,Brand,Festive,Athleisure,Yes,1000-2000,1200-1500,800-1300,>4000,3,1,4,4,5,1,4,No preference,Returns,None,Roadster,None,Scratch,High
Under 18,Non-binary,Metro,North-East,Unemployed,Postgraduate,30-60k,8-30d,13-20,<5k,Rare,Meesho,Casual,No,Comfort,Party,Co-ord,No,1000-2000,300-600,500-800,>4000,2,3,1,4,5,3,1,First time,No online,Points,Roadster,Recommendation,Flat,Moderate
50+,Male,Metro,West,Unemployed,School,NA,1-3m,7-12,5-15k,Monthly,Amazon,Athleisure,Occasional,Sustainability,None,Graphic,Yes,<500,1200-1500,800-1300,>6000,3,3,3,1,4,1,4,Always,No online,Free Gift,None,Price,Flat,High
33–40,Male,Tier-2,Central,Freelancer,Postgraduate,<15k,8-30d,20+,5-15k,Monthly,Myntra,Casual,3-4x,Trend,Party,Cargo,Yes,<500,1200-1500,2000-3000,>4000,2,1,5,4,1,1,2,Always,Sizing,Early Access,Roadster,Fit,Free Shipping,High
33–40,Prefer not to say,Tier-2,Central,Homemaker,School,30-60k,1-3m,20+,5-15k,Quarterly,Meesho,Formal,Daily,Brand,College,Sneakers,Maybe,4000-7000,<300,1300-2000,>2000,4,3,5,5,2,1,2,No preference,Quality,Free Gift,Roadster,Fit,Bundle,Moderate
41–50,Prefer not to say,Tier-3,North-East,Private,Graduate,<15k,<7d,20+,30-60k,Weekly,Nykaa,Casual,3-4x,Brand,Sale,Graphic,Yes,<500,600-900,3000-4000,>4000,1,1,2,2,4,4,3,No preference,Sizing,Early Access,Newme,Service,Scratch,None
41–50,Male,Metro,South,Freelancer,School,<15k,8-30d,4-6,60k-1L,Weekly,Offline,Formal,Daily,Price,Daily,Accessories,Yes,4000-7000,900-1200,500-800,>4000,3,4,3,1,1,2,1,No,Delivery,Referral,Local,Quality,Bundle,Moderate
41–50,Non-binary,Tier-2,East,Student,Graduate,60k-1L,8-30d,13-20,>1L,Weekly,Amazon,Casual,3-4x,Quality,None,Athleisure,Maybe,<500,900-1200,3000-4000,>1500,4,3,1,4,3,4,2,No preference,Quality,Birthday,Roadster,None,Welcome,None
25–32,Prefer not to say,Metro,Central,Business,School,>1L,3-6m,7-12,<5k,Rare,Instagram,Formal,No,Comfort,None,Graphic,Yes,<500,<300,800-1300,>2000,5,4,1,5,2,3,5,First time,Sizing,Referral,Bonkers,None,Bundle,Low
33–40,Male,Tier-2,North,Unemployed,School,60k-1L,8-30d,20+,60k-1L,Weekly,Ajio,Formal,Occasional,Brand,Party,Graphic,Maybe,<500,900-1200,800-1300,>3000,1,3,3,5,5,1,2,No,Delivery,Early Access,Roadster,Recommendation,Welcome,None
50+,Male,Metro,South,Government,Diploma,<15k,>6m,20+,60k-1L,Monthly,Ajio,Athleisure,Daily,Trend,Party,Athleisure,Yes,2000-4000,<300,2000-3000,>6000,2,5,4,3,1,1,5,No,Delivery,Birthday,None,Quality,Welcome,Neutral
25–32,Male,Rural,West,Student,Postgraduate,30-60k,1-3m,7-12,5-15k,Quarterly,Ajio,Athleisure,3-4x,Trend,College,Sneakers,No,1000-2000,900-1200,800-1300,>3000,5,5,4,3,4,2,1,Always,No online,Referral,Bonkers,Trend,Free Shipping,None
Under 18,Male,Tier-3,West,Unemployed,Postgraduate,NA,<7d,13-20,5-15k,Quarterly,Nykaa,Formal,Occasional,Trend,Sale,Sneakers,Maybe,2000-4000,900-1200,800-1300,>1500,5,4,3,2,1,5,3,First time,None,Free Gift,Newme,Price,Flat,Neutral
41–50,Male,Metro,North,Homemaker,Postgraduate,60k-1L,>6m,7-12,60k-1L,Weekly,Nykaa,Athleisure,Daily,Price,Daily,Cargo,Maybe,<500,1200-1500,3000-4000,>4000,4,3,5,1,5,1,3,First time,No online,None,Bonkers,Quality,B2G1,None
25–32,Male,Rural,Central,Student,School,>1L,>6m,4-6,5-15k,Quarterly,Nykaa,Formal,Daily,Trend,Sale,Cargo,Yes,<500,<300,3000-4000,>6000,3,5,4,4,3,4,4,No,Sizing,None,None,Trend,B2G1,Moderate
25–32,Prefer not to say,Metro,South,Freelancer,School,<15k,>6m,4-6,30-60k,Monthly,Brand,Athleisure,Occasional,Sustainability,None,Sneakers,Maybe,2000-4000,900-1200,500-800,>2000,3,1,2,4,1,1,2,No,Returns,Free Gift,Uniqlo,Fit,Bundle,None
Under 18,Non-binary,Metro,North,Private,School,NA,>6m,7-12,<5k,Weekly,Myntra,Ethnic,No,Price,Sale,Sneakers,Yes,>7000,600-900,500-800,>6000,4,2,1,5,4,3,1,Always,No online,Birthday,Bonkers,Quality,Free Shipping,High
18–24,Male,Rural,Central,Business,Graduate,60k-1L,<7d,13-20,60k-1L,Monthly,Instagram,Casual,Occasional,Comfort,College,Sneakers,Maybe,4000-7000,<300,800-1300,>1500,5,5,4,4,1,2,4,No preference,None,Referral,H&M,Price,B2G1,None
33–40,Female,Metro,South,Homemaker,Graduate,60k-1L,3-6m,20+,<5k,Rare,Ajio,Formal,No,Trend,Sale,Sneakers,Maybe,1000-2000,<300,1300-2000,>4000,1,5,5,2,3,5,1,First time,No online,Points,Bonkers,Service,Flat,Moderate
50+,Prefer not to say,Metro,West,Homemaker,Diploma,60k-1L,8-30d,4-6,30-60k,Monthly,Ajio,Smart,3-4x,Quality,Daily,Graphic,No,4000-7000,<300,500-800,>1500,5,1,4,3,1,3,1,First time,No online,Points,None,None,Welcome,Moderate
18–24,Prefer not to say,Tier-3,South,Government,School,60k-1L,>6m,4-6,5-15k,Monthly,Meesho,Athleisure,3-4x,Brand,None,Cargo,Yes,>7000,1200-1500,800-1300,>2000,4,5,4,5,3,4,4,Always,Quality,Points,Uniqlo,Service,Welcome,None
41–50,Male,Rural,North-East,Student,Postgraduate,NA,8-30d,13-20,15-30k,Monthly,Brand,Athleisure,Occasional,Comfort,Festive,Athleisure,No,1000-2000,<300,3000-4000,>3000,5,5,1,1,3,3,1,No,Returns,Referral,H&M,Quality,Free Shipping,None
25–32,Prefer not to say,Rural,East,Government,Postgraduate,30-60k,8-30d,4-6,30-60k,Monthly,Ajio,Fusion,No,Sustainability,None,Co-ord,Maybe,500-1000,1200-1500,2000-3000,>4000,5,5,2,5,2,1,4,First time,Delivery,None,Uniqlo,Service,Bundle,None
Under 18,Male,Tier-2,South,Private,Diploma,>1L,>6m,4-6,15-30k,Rare,Instagram,Smart,3-4x,Quality,Festive,Athleisure,Yes,1000-2000,600-900,3000-4000,>4000,5,3,2,4,2,2,2,Always,Quality,Referral,Roadster,Trend,Flat,Low
Under 18,Non-binary,Metro,East,Unemployed,Postgraduate,>1L,3-6m,13-20,<5k,Weekly,Ajio,Smart,No,Comfort,Daily,Accessories,No,4000-7000,300-600,3000-4000,>1500,5,5,5,2,4,1,4,No,None,Referral,Bonkers,Recommendation,Bundle,Neutral
33–40,Non-binary,Tier-3,South,Private,Diploma,<15k,8-30d,7-12,60k-1L,Monthly,Nykaa,Ethnic,No,Sustainability,None,Co-ord,Maybe,1000-2000,1200-1500,2000-3000,>1500,1,2,3,1,4,2,2,Always,No online,Early Access,Local,Price,Bundle,None
18–24,Prefer not to say,Metro,East,Unemployed,School,15-30k,1-3m,20+,5-15k,Weekly,Nykaa,Casual,No,Trend,None,Graphic,No,500-1000,900-1200,3000-4000,>1500,2,3,3,5,4,4,3,First time,Delivery,None,Bonkers,Fit,Free Shipping,None
33–40,Prefer not to say,Metro,North-East,Government,Postgraduate,30-60k,8-30d,20+,30-60k,Quarterly,Myntra,Ethnic,Occasional,Comfort,None,Accessories,Maybe,500-1000,<300,500-800,>4000,2,3,3,4,3,3,4,No,No online,Points,Zara,Price,Welcome,Neutral
25–32,Female,Tier-2,West,Business,School,<15k,>6m,4-6,5-15k,Monthly,Instagram,Casual,No,Comfort,None,Cargo,Maybe,<500,300-600,3000-4000,>1500,3,4,5,5,3,2,3,Always,Delivery,Points,Roadster,Fit,Bundle,High
33–40,Prefer not to say,Metro,Central,Private,Graduate,<15k,<7d,20+,15-30k,Monthly,Instagram,Formal,Occasional,Comfort,College,Co-ord,Yes,500-1000,1200-1500,2000-3000,>6000,2,5,4,1,2,3,4,Always,Delivery,Points,None,Service,Bundle,Low
50+,Female,Tier-3,East,Government,Postgraduate,60k-1L,8-30d,7-12,15-30k,Quarterly,Ajio,Ethnic,3-4x,Price,Party,Sneakers,Yes,2000-4000,900-1200,800-1300,>6000,2,2,2,4,3,2,1,Always,Returns,None,Bonkers,Trend,Flat,Low
Under 18,Non-binary,Tier-3,North-East,Student,Graduate,15-30k,3-6m,4-6,>1L,Weekly,Amazon,Fusion,3-4x,Quality,None,Accessories,Yes,4000-7000,300-600,800-1300,>6000,2,2,2,3,2,1,3,First time,None,Early Access,Bonkers,Fit,Scratch,High
Under 18,Non-binary,Tier-2,East,Government,Postgraduate,15-30k,1-3m,20+,60k-1L,Rare,Ajio,Casual,Daily,Sustainability,College,Graphic,Maybe,2000-4000,600-900,800-1300,>4000,5,4,4,1,1,2,5,First time,None,Early Access,Zara,None,Welcome,Neutral
41–50,Male,Metro,West,Government,School,30-60k,1-3m,1-3,15-30k,Monthly,Ajio,Ethnic,Daily,Trend,Daily,Co-ord,No,>7000,1200-1500,2000-3000,>1500,5,2,2,3,4,2,5,No preference,No online,Referral,None,Service,Bundle,Neutral
41–50,Non-binary,Tier-3,East,Freelancer,Diploma,15-30k,<7d,1-3,60k-1L,Quarterly,Myntra,Fusion,3-4x,Brand,None,Sneakers,Yes,2000-4000,1200-1500,2000-3000,>2000,1,3,2,3,4,5,5,First time,Returns,None,H&M,Fit,Scratch,Moderate
25–32,Female,Metro,North-East,Private,School,<15k,<7d,1-3,>1L,Quarterly,Amazon,Smart,No,Trend,Sale,Accessories,Yes,4000-7000,600-900,500-800,>1500,5,1,3,4,5,4,3,Always,None,None,Roadster,Quality,B2G1,Neutral
50+,Prefer not to say,Metro,North-East,Business,School,15-30k,8-30d,1-3,30-60k,Monthly,Meesho,Athleisure,No,Trend,None,Graphic,Yes,>7000,1200-1500,2000-3000,>4000,5,3,3,5,2,1,2,First time,Delivery,Points,None,Price,Scratch,Low
18–24,Male,Metro,North,Business,School,15-30k,>6m,1-3,>1L,Weekly,Ajio,Formal,3-4x,Price,None,Accessories,Yes,2000-4000,<300,800-1300,>6000,2,1,1,5,5,1,4,Always,Delivery,Points,None,Recommendation,B2G1,Moderate
33–40,Female,Tier-2,West,Freelancer,Postgraduate,>1L,3-6m,4-6,60k-1L,Weekly,Offline,Formal,3-4x,Price,Festive,Co-ord,Maybe,2000-4000,1200-1500,2000-3000,>4000,1,2,1,2,4,3,1,Always,No online,None,Zara,Recommendation,Welcome,None
25–32,Prefer not to say,Metro,North,Unemployed,Diploma,<15k,1-3m,13-20,15-30k,Monthly,Offline,Smart,Daily,Comfort,Sale,Sneakers,No,>7000,<300,1300-2000,>1500,1,5,2,1,5,2,1,Always,Delivery,Free Gift,Roadster,Trend,Welcome,None
41–50,Male,Tier-3,West,Homemaker,Graduate,NA,<7d,13-20,<5k,Quarterly,Instagram,Ethnic,No,Trend,None,Cargo,Maybe,2000-4000,1200-1500,3000-4000,>4000,2,1,3,1,1,2,3,No,None,None,Roadster,Service,Free Shipping,None
33–40,Non-binary,Metro,East,Unemployed,School,15-30k,3-6m,4-6,60k-1L,Monthly,Instagram,Athleisure,3-4x,Quality,None,Graphic,Maybe,500-1000,900-1200,500-800,>2000,2,3,1,4,5,2,5,No preference,Sizing,Free Gift,H&M,Trend,Scratch,Moderate
41–50,Female,Tier-3,North-East,Business,Postgraduate,15-30k,>6m,4-6,5-15k,Rare,Amazon,Smart,Daily,Price,None,Co-ord,Maybe,4000-7000,900-1200,800-1300,>4000,1,3,1,4,1,1,1,No preference,Quality,Free Gift,H&M,Price,Bundle,Low
33–40,Prefer not to say,Metro,North,Government,Graduate,60k-1L,1-3m,7-12,<5k,Rare,Offline,Fusion,Daily,Sustainability,College,Sneakers,Yes,4000-7000,300-600,800-1300,>3000,4,3,3,2,4,5,1,Always,Sizing,Early Access,None,Recommendation,B2G1,Neutral
18–24,Male,Tier-3,East,Freelancer,School,15-30k,1-3m,13-20,60k-1L,Weekly,Nykaa,Athleisure,No,Price,Daily,Cargo,No,4000-7000,900-1200,1300-2000,>4000,2,3,1,2,3,3,2,First time,Returns,Referral,Newme,Fit,Scratch,Moderate
25–32,Male,Tier-3,North-East,Student,Graduate,15-30k,>6m,1-3,5-15k,Rare,Nykaa,Casual,Daily,Quality,Festive,Accessories,Maybe,2000-4000,600-900,500-800,>1500,2,4,4,3,2,2,1,No preference,Sizing,Birthday,Zara,Fit,B2G1,Low
33–40,Non-binary,Metro,West,Private,School,>1L,1-3m,4-6,>1L,Quarterly,Amazon,Ethnic,Daily,Price,None,Sneakers,Maybe,500-1000,300-600,3000-4000,>3000,1,2,4,2,5,5,1,Always,No online,Points,None,Trend,Welcome,Neutral
50+,Prefer not to say,Metro,North-East,Private,Graduate,<15k,>6m,1-3,<5k,Rare,Meesho,Athleisure,Occasional,Quality,Daily,Cargo,Maybe,4000-7000,900-1200,500-800,>6000,4,5,3,5,1,4,4,First time,Sizing,Free Gift,Uniqlo,Fit,Welcome,High
Under 18,Non-binary,Tier-3,East,Private,Graduate,30-60k,1-3m,13-20,60k-1L,Monthly,Ajio,Casual,3-4x,Brand,Festive,Co-ord,Yes,1000-2000,<300,500-800,>1500,4,4,3,3,4,1,1,No,No online,Points,Zara,Fit,Flat,Low
50+,Non-binary,Rural,North,Government,Diploma,<15k,8-30d,20+,30-60k,Quarterly,Instagram,Smart,No,Quality,Festive,Sneakers,Yes,4000-7000,1200-1500,800-1300,>2000,3,2,1,2,4,4,4,No,Returns,Points,Local,None,Flat,High
50+,Prefer not to say,Tier-2,North,Student,Diploma,60k-1L,>6m,20+,>1L,Weekly,Amazon,Formal,3-4x,Brand,Festive,Sneakers,Maybe,<500,900-1200,2000-3000,>4000,4,1,2,5,3,1,5,Always,Sizing,Points,Roadster,None,Welcome,None
Under 18,Prefer not to say,Rural,North-East,Freelancer,School,<15k,3-6m,4-6,5-15k,Weekly,Offline,Athleisure,Occasional,Sustainability,None,Athleisure,Yes,1000-2000,<300,3000-4000,>4000,2,4,5,5,4,3,2,First time,Quality,None,Newme,Fit,Flat,None
50+,Prefer not to say,Rural,East,Freelancer,Postgraduate,15-30k,8-30d,7-12,30-60k,Rare,Amazon,Athleisure,No,Comfort,College,Graphic,No,4000-7000,300-600,500-800,>1500,5,4,4,3,4,4,1,No,None,Referral,Newme,Quality,Welcome,Low
33–40,Female,Metro,South,Private,Diploma,60k-1L,3-6m,1-3,15-30k,Weekly,Offline,Casual,3-4x,Comfort,None,Sneakers,Yes,2000-4000,1200-1500,1300-2000,>4000,1,4,4,3,3,3,2,No,Returns,Points,Local,None,Scratch,High
33–40,Prefer not to say,Tier-2,West,Student,Graduate,<15k,1-3m,4-6,>1L,Monthly,Instagram,Casual,Daily,Price,None,Cargo,Maybe,4000-7000,900-1200,800-1300,>4000,2,4,3,5,4,3,2,No,Sizing,Referral,None,Service,Welcome,Moderate
33–40,Male,Rural,West,Student,Diploma,60k-1L,3-6m,7-12,>1L,Quarterly,Nykaa,Formal,No,Quality,Daily,Graphic,No,500-1000,300-600,2000-3000,>6000,1,1,2,4,1,3,2,First time,Delivery,Birthday,Roadster,Service,Free Shipping,Neutral
Under 18,Non-binary,Metro,East,Student,Diploma,30-60k,8-30d,1-3,60k-1L,Monthly,Amazon,Casual,Occasional,Price,Party,Co-ord,Yes,500-1000,900-1200,2000-3000,>4000,4,3,3,3,5,4,3,Always,Delivery,Birthday,H&M,Recommendation,Flat,None
50+,Female,Rural,South,Business,School,<15k,>6m,13-20,60k-1L,Monthly,Instagram,Casual,Daily,Quality,Party,Graphic,Maybe,4000-7000,300-600,800-1300,>4000,1,4,1,1,5,4,4,Always,Returns,Early Access,Newme,None,Bundle,None
Under 18,Prefer not to say,Rural,North,Business,Diploma,NA,<7d,20+,5-15k,Monthly,Instagram,Athleisure,Occasional,Price,Party,Athleisure,No,2000-4000,900-1200,500-800,>6000,2,2,2,4,1,4,2,No,Delivery,Points,Zara,Price,Bundle,None
33–40,Female,Metro,Central,Private,Diploma,15-30k,3-6m,7-12,>1L,Monthly,Brand,Formal,Daily,Comfort,Daily,Co-ord,No,2000-4000,<300,800-1300,>4000,5,3,1,1,5,2,5,Always,Quality,Free Gift,H&M,Fit,Scratch,None
50+,Prefer not to say,Metro,Central,Student,Graduate,60k-1L,<7d,1-3,60k-1L,Quarterly,Meesho,Formal,3-4x,Sustainability,Sale,Sneakers,No,2000-4000,600-900,2000-3000,>6000,2,1,4,2,4,3,1,No preference,Sizing,Early Access,Bonkers,Trend,Free Shipping,Low
50+,Female,Metro,East,Homemaker,Diploma,NA,3-6m,4-6,15-30k,Quarterly,Offline,Athleisure,3-4x,Comfort,Daily,Accessories,Yes,4000-7000,<300,2000-3000,>2000,3,5,3,3,5,2,2,No,Quality,None,Newme,Fit,Bundle,Low
41–50,Non-binary,Tier-2,South,Student,Graduate,NA,3-6m,1-3,60k-1L,Monthly,Brand,Smart,3-4x,Price,Festive,Co-ord,No,4000-7000,1200-1500,1300-2000,>4000,1,1,3,3,5,1,2,First time,Quality,Early Access,Roadster,Price,Bundle,High
41–50,Non-binary,Rural,South,Freelancer,Diploma,>1L,>6m,4-6,>1L,Monthly,Nykaa,Smart,Occasional,Quality,None,Co-ord,Yes,<500,900-1200,1300-2000,>1500,2,5,5,5,4,4,1,Always,None,Birthday,Zara,Fit,Scratch,Moderate
18–24,Male,Metro,West,Freelancer,Diploma,60k-1L,1-3m,20+,<5k,Weekly,Instagram,Athleisure,No,Trend,Sale,Athleisure,Maybe,500-1000,600-900,2000-3000,>3000,4,2,2,3,5,5,5,First time,Sizing,Free Gift,Local,Quality,Scratch,High
25–32,Male,Tier-3,North,Private,Postgraduate,NA,8-30d,20+,30-60k,Weekly,Instagram,Casual,3-4x,Sustainability,Festive,Cargo,Yes,1000-2000,600-900,1300-2000,>2000,4,5,4,1,4,1,2,Always,Returns,Points,Newme,Price,Free Shipping,Moderate
41–50,Prefer not to say,Rural,North-East,Homemaker,Diploma,>1L,8-30d,1-3,>1L,Quarterly,Ajio,Ethnic,Occasional,Quality,None,Co-ord,Yes,1000-2000,1200-1500,1300-2000,>4000,2,4,5,4,3,3,2,First time,Delivery,Points,Roadster,Service,B2G1,Low
Under 18,Non-binary,Tier-3,South,Student,Graduate,NA,8-30d,1-3,15-30k,Weekly,Offline,Smart,Daily,Price,None,Cargo,Maybe,500-1000,1200-1500,1300-2000,>1500,3,3,5,2,3,3,5,First time,None,Birthday,None,Service,Free Shipping,None
41–50,Female,Tier-2,North-East,Unemployed,Graduate,15-30k,1-3m,4-6,>1L,Quarterly,Meesho,Smart,3-4x,Quality,Festive,Graphic,Yes,>7000,600-900,2000-3000,>3000,1,3,3,4,5,2,2,Always,Quality,None,None,Quality,Free Shipping,High
18–24,Female,Metro,Central,Homemaker,School,30-60k,<7d,4-6,15-30k,Quarterly,Meesho,Athleisure,Daily,Brand,Daily,Accessories,Yes,<500,1200-1500,500-800,>6000,3,4,2,1,3,4,5,No,Delivery,Referral,Zara,Service,Flat,Moderate
50+,Female,Tier-3,North-East,Private,School,>1L,8-30d,7-12,>1L,Rare,Ajio,Athleisure,3-4x,Quality,Party,Athleisure,Maybe,500-1000,1200-1500,500-800,>4000,5,3,3,2,5,4,2,No,Sizing,Birthday,Newme,Recommendation,Bundle,Neutral
18–24,Male,Tier-2,North,Freelancer,Postgraduate,30-60k,<7d,7-12,30-60k,Quarterly,Nykaa,Ethnic,Daily,Comfort,Sale,Sneakers,No,<500,900-1200,3000-4000,>6000,2,1,2,5,3,1,1,First time,Quality,Free Gift,Zara,Quality,Bundle,Moderate
50+,Female,Metro,North,Unemployed,Graduate,60k-1L,1-3m,7-12,30-60k,Weekly,Ajio,Ethnic,Occasional,Comfort,None,Co-ord,Maybe,>7000,<300,1300-2000,>2000,3,4,5,3,5,1,5,No preference,Quality,Referral,Bonkers,Service,B2G1,High
50+,Male,Tier-3,North-East,Freelancer,Graduate,15-30k,1-3m,1-3,15-30k,Rare,Instagram,Formal,3-4x,Brand,College,Accessories,No,<500,300-600,500-800,>3000,5,4,1,3,2,1,1,First time,Sizing,Free Gift,Local,None,Free Shipping,Low
25–32,Male,Tier-3,East,Business,Graduate,>1L,>6m,7-12,>1L,Weekly,Offline,Athleisure,Occasional,Sustainability,None,Accessories,Yes,2000-4000,600-900,3000-4000,>3000,3,3,4,5,1,5,1,No preference,Returns,Points,None,Service,Welcome,None
41–50,Prefer not to say,Tier-2,South,Private,Postgraduate,60k-1L,8-30d,1-3,30-60k,Quarterly,Myntra,Smart,Occasional,Quality,Party,Cargo,Maybe,500-1000,300-600,800-1300,>6000,5,5,5,1,3,5,2,No,None,Referral,Local,Recommendation,B2G1,Neutral
Under 18,Female,Metro,East,Private,Graduate,NA,>6m,20+,5-15k,Quarterly,Offline,Fusion,Daily,Sustainability,None,Co-ord,No,1000-2000,600-900,1300-2000,>6000,4,2,3,5,4,3,5,No preference,Sizing,Free Gift,Local,Fit,B2G1,High
Under 18,Female,Metro,North-East,Student,School,<15k,8-30d,13-20,>1L,Monthly,Offline,Fusion,3-4x,Trend,College,Accessories,Yes,4000-7000,600-900,500-800,>2000,4,5,4,1,1,3,3,Always,Delivery,Points,Zara,None,Bundle,Low
33–40,Non-binary,Tier-3,South,Student,Postgraduate,60k-1L,1-3m,20+,30-60k,Quarterly,Brand,Casual,No,Quality,Daily,Athleisure,Yes,>7000,<300,500-800,>1500,2,1,5,2,5,3,1,No preference,Delivery,Free Gift,Local,Price,Bundle,Moderate
50+,Prefer not to say,Tier-3,West,Business,School,30-60k,1-3m,1-3,<5k,Rare,Myntra,Smart,No,Comfort,None,Sneakers,Yes,>7000,600-900,500-800,>4000,3,4,2,4,1,4,1,Always,Quality,Referral,Local,Service,Bundle,Low
Under 18,Non-binary,Tier-3,East,Unemployed,School,15-30k,3-6m,1-3,<5k,Quarterly,Myntra,Fusion,Occasional,Comfort,Sale,Graphic,No,4000-7000,600-900,3000-4000,>1500,4,4,3,4,4,3,1,First time,No online,Points,Roadster,Price,Bundle,Low
25–32,Prefer not to say,Metro,East,Government,Postgraduate,15-30k,3-6m,13-20,5-15k,Monthly,Myntra,Smart,Daily,Sustainability,Daily,Graphic,No,500-1000,<300,800-1300,>3000,1,1,5,5,4,2,2,No preference,None,Free Gift,Newme,Price,B2G1,None
